SID,exam code
D940024418,C81HCAE1
D940024418,C81HDAE1
D940024418,C81MSAE1
D940024441,B11102E1
D940024441,C71101E1
D940024555,C81HBAE1
D940024555,C81HCAE1
D940024555,C81HDAE1
D940024555,C81MJAE1
D940024681,B31101E1
D940024681,B31103E1
D940024681,B31105E1
D940024681,B31107E1
D940024706,B31101E1
D940024706,B31103E1
D940024706,B31105E1
D940024706,B31107E1
D940024728,C11105E1
D940024728,C41101E1
D940024728,C71101E1
D940024810,C11101E1
D940024810,C11105E1
D940024810,C41101E1
D940024810,C71101E1
D940024913,B11102E1
D940024913,C71101E1
D940025013,B11102E1
D940025013,C71101E1
D940025035,C11105E1
D940025035,C41101E1
D940025035,C71101E1
D940025046,C11101E1
D940025046,C11105E1
D940025046,C41101E1
D940025046,C71101E1
D940025091,C81IAAE1
D940025127,C11101E1
D940025127,C11105E1
D940025127,C41101E1
D940025127,C71101E1
D940025149,B31101E1
D940025149,B31103E1
D940025149,B31105E1
D940025149,B31107E1
D940025253,C11101E1
D940025253,C11105E1
D940025253,C71101E1
D940025253,C81HBAE1
D940025264,B11102E1
D940025264,C11101E1
D940025264,C11105E1
D940025264,C81IBAE1
D940025390,C81HBAE1
D940025390,C81HCAE1
D940025390,C81HDAE1
D940025390,C81IAAE1
D940025390,C81MSAE1
D940025448,B31101E1
D940025448,B31103E1
D940025448,B31105E1
D940025448,B31107E1
D940025460,C81HBAE1
D940025460,C81HCAE1
D940025460,C81HDAE1
D940025460,C81IAAE1
D940025460,C81MSAE1
D940025471,B31101E1
D940025471,B31103E1
D940025471,B31105E1
D940025471,B31107E1
D940025518,C81HAAE1
D940025518,C81HBAE1
D940025518,C81HCAE1
D940025518,C81HDAE1
D940025518,C81MSAE1
D940025563,C81ICAE1
D940025574,C11105E1
D940025574,C41101E1
D940025574,C71101E1
D940025611,B11102E1
D940025611,C11101E1
D940025611,C11105E1
D940025611,C71101E1
D940025622,C81HBAE1
D940025622,C81HCAE1
D940025622,C81HDAE1
D940025622,C81IAAE1
D940025622,C81MSAE1
D940025725,C71101E1
D940025736,B31101E1
D940025736,B31103E1
D940025736,B31105E1
D940025736,B31107E1
D940025839,C81HAAE1
D940025851,B11102E1
D940025851,C71101E1
D940025909,B31101E1
D940025909,B31103E1
D940025909,B31105E1
D940025909,B31107E1
D940025965,C81HBAE1
D940025965,C81HCAE1
D940026157,B11101E1
D940026157,C11105E1
D940026157,C71101E1
D940026191,B11102E1
D940026191,C11105E1
D940026191,C71101E1
D940026238,B31101E1
D940026238,B31103E1
D940026238,B31105E1
D940026238,B31107E1
D940026249,C11105E1
D940026249,C41101E1
D940026249,C71101E1
D940026250,B31101E1
D940026250,B31103E1
D940026250,B31105E1
D940026250,B31107E1
D940026283,C11101E1
D940026283,C11105E1
D940026283,C71101E1
D940026320,B31101E1
D940026320,B31103E1
D940026320,B31105E1
D940026320,B31107E1
D940026364,B11102E1
D940026364,C71101E1
D940026537,B11102E1
D940026537,C11101E1
D940026537,C11105E1
D940026537,C71101E1
D940026548,B11102E1
D940026548,C11105E1
D940026548,C41101E1
D940026548,C71101E1
D940026674,B31101E1
D940026674,B31103E1
D940026674,B31105E1
D940026674,B31107E1
D940026788,B31101E1
D940026788,B31103E1
D940026788,B31105E1
D940026788,B31107E1
D940026858,B11102E1
D940026858,C11101E1
D940026858,C81HBAE1
D940026858,C81HCAE1
D940026858,C81HDAE1
D940026858,C81MSAE1
D940026869,B11102E1
D940026870,C11101E1
D940026870,C11105E1
D940026870,C81IBAE1
D940026928,B11101E1
D940026928,C71101E1
D940026928,C81J2AE1
D940026928,C81J2AE2
D940026940,C11101E1
D940026940,C11105E1
D940026940,C71101E1
D940027073,C11101E1
D940027073,C11105E1
D940027073,C41101E1
D940027073,C71101E1
D940027132,C81IAAE1
D940027143,B11101E1
D940027143,C11101E1
D940027143,C71101E1
D940027176,C81IAAE1
D940027246,B11102E1
D940027257,C41101E1
D940027257,C71101E1
D940027327,C11105E1
D940027327,C41101E1
D940027327,C71101E1
D940027408,C81JIAE1
D940027408,C81JIAE2
D940027497,C11101E1
D940027497,C11105E1
D940027497,C41101E1
D940027497,C71101E1
D940027512,C11105E1
D940027512,C41101E1
D940027512,C71101E1
D940027660,B11101E1
D940027660,C11101E1
D940027660,C71101E1
D940027660,C81IBAE1
D940027752,B11102E1
D940027752,C11101E1
D940027752,C81HBAE1
D940027752,C81HCAE1
D940027752,C81HDAE1
D940027752,C81MSAE1
D940027785,C81J5AE1
D940027785,C81J5AE2
D940027888,C11105E1
D940027888,C41101E1
D940027888,C71101E1
D940027958,B31101E1
D940027958,B31103E1
D940027958,B31105E1
D940027958,B31107E1
D940028014,B31101E1
D940028014,B31103E1
D940028014,B31105E1
D940028014,B31107E1
D940028025,B31101E1
D940028025,B31103E1
D940028025,B31105E1
D940028025,B31107E1
D940028162,B11102E1
D940028195,B11102E1
D940028195,C11101E1
D940028195,C11105E1
D940028195,C71101E1
D940028254,B31101E1
D940028254,B31103E1
D940028254,B31105E1
D940028254,B31107E1
D940028276,C11101E1
D940028276,C41101E1
D940028276,C81HBAE1
D940028276,C81HCAE1
D940028276,C81HDAE1
D940028276,C81MSAE1
D940028346,C81IAAE1
D940028391,C11101E1
D940028391,C11105E1
D940028391,C41101E1
D940028391,C71101E1
D940028450,C81HBAE1
D940028450,C81HCAE1
D940028450,C81HDAE1
D940028450,C81IAAE1
D940028450,C81MSAE1
D940028601,B11101E1
D940028601,C71101E1
D940028601,C81J2AE1
D940028601,C81J2AE2
D940028759,B11102E1
D940028759,C11105E1
D940028759,C71101E1
D940028922,C81HBAE1
D940028922,C81HCAE1
D940028922,C81HDAE1
D940028922,C81MJAE1
D940028977,B11102E1
D940028977,C41101E1
D940028977,C81HBAE1
D940028977,C81HCAE1
D940028977,C81HDAE1
D940028977,C81MJAE1
D940028977,C81MSAE1
D940029033,C81HBAE1
D940029033,C81HCAE1
D940029033,C81HDAE1
D940029033,C81MJAE1
D940029044,C81HAAE1
D940029044,C81HBAE1
D940029044,C81HCAE1
D940029044,C81HDAE1
D940029044,C81MSAE1
D940029088,B31101E1
D940029088,B31103E1
D940029088,B31105E1
D940029088,B31107E1
D940029170,B31101E1
D940029170,B31103E1
D940029170,B31105E1
D940029170,B31107E1
D940029217,C11101E1
D940029217,C11105E1
D940029217,C71101E1
D940029262,C71101E1
D940029310,C81HAAE1
D940029376,B11101E1
D940029376,C71101E1
D940029376,C81J2AE1
D940029376,C81J2AE2
D940029402,C11105E1
D940029402,C41101E1
D940029402,C71101E1
D940029435,B31101E1
D940029435,B31103E1
D940029435,B31105E1
D940029435,B31107E1
D940029446,B31101E1
D940029446,B31103E1
D940029446,B31105E1
D940029446,B31107E1
D940029516,B31101E1
D940029516,B31103E1
D940029516,B31105E1
D940029516,B31107E1
D940029550,C11105E1
D940029550,C41101E1
D940029550,C71101E1
D940029608,B11102E1
D940029608,C11101E1
D940029608,C81HBAE1
D940029608,C81HCAE1
D940029608,C81HDAE1
D940029608,C81MSAE1
D940029619,C81J4AE1
D940029619,C81J4AE2
D940029653,C81HBAE1
D940029653,C81HCAE1
D940029653,C81HDAE1
D940029653,C81MJAE1
D940029697,B31101E1
D940029697,B31103E1
D940029697,B31105E1
D940029697,B31107E1
D940029701,C71101E1
D940029712,B31101E1
D940029712,B31103E1
D940029712,B31105E1
D940029712,B31107E1
D940029756,B31101E1
D940029756,B31103E1
D940029756,B31105E1
D940029756,B31107E1
D940029790,B11102E1
D940029804,B11101E1
D940029804,C11101E1
D940029804,C11105E1
D940029804,C71101E1
D940029871,C11105E1
D940029871,C41101E1
D940029871,C71101E1
D940029929,C11105E1
D940029929,C41101E1
D940029929,C71101E1
D940029952,B11101E1
D940029952,C71101E1
D940029952,C81J2AE1
D940029952,C81J2AE2
D940030040,C71101E1
D940030291,C81IDAE1
D940030372,C81J4AE1
D940030372,C81J4AE2
D940030464,C81ICAE1
D940030523,C11105E1
D940030523,C41101E1
D940030523,C71101E1
D940030534,B11102E1
D940030534,C11101E1
D940030534,C11105E1
D940030578,B11102E1
D940030578,C41101E1
D940030578,C81HBAE1
D940030578,C81HCAE1
D940030578,C81HDAE1
D940030578,C81IAAE1
D940030578,C81MSAE1
D940030648,B11102E1
D940030648,C71101E1
D940030741,B11102E1
D940030741,C11101E1
D940030741,C81HBAE1
D940030741,C81HCAE1
D940030741,C81HDAE1
D940030741,C81MSAE1
D940030796,B11102E1
D940030796,C71101E1
D940030899,B31101E1
D940030899,B31103E1
D940030899,B31105E1
D940030899,B31107E1
D940030925,B31101E1
D940030925,B31103E1
D940030925,B31105E1
D940030925,B31107E1
D940030936,B11101E1
D940030936,C11105E1
D940030936,C71101E1
D940031036,C11101E1
D940031036,C41101E1
D940031036,C71101E1
D940031195,B11102E1
D940031195,C11101E1
D940031195,C11105E1
D940031195,C71101E1
D940031243,C81HAAE1
D940031243,C81HBAE1
D940031243,C81HCAE1
D940031243,C81HDAE1
D940031243,C81MSAE1
D940031265,C11101E1
D940031265,C11105E1
D940031265,C71101E1
D940031298,C81IAAE1
D940031324,C81J4AE1
D940031324,C81J4AE2
D940031335,B31101E1
D940031335,B31103E1
D940031335,B31105E1
D940031335,B31107E1
D940031346,B31101E1
D940031346,B31103E1
D940031346,B31105E1
D940031346,B31107E1
D940031379,C81HAAE1
D940031379,C81HBAE1
D940031379,C81HCAE1
D940031379,C81HDAE1
D940031379,C81MSAE1
D940031405,C11101E1
D940031405,C11105E1
D940031405,C41101E1
D940031405,C71101E1
D940031564,C11101E1
D940031564,C41101E1
D940031564,C71101E1
D940031575,B11102E1
D940031575,C11101E1
D940031575,C11105E1
D940031575,C71101E1
D940031645,B11102E1
D940031645,C11105E1
D940031645,C71101E1
D940031690,C11101E1
D940031690,C11105E1
D940031690,C71101E1
D940031829,C11101E1
D940031829,C11105E1
D940031829,C71101E1
D940031896,C81J5AE1
D940031896,C81J5AE2
D940031933,C11101E1
D940031933,C11105E1
D940031933,C41101E1
D940031933,C71101E1
D940032103,B31101E1
D940032103,B31103E1
D940032103,B31105E1
D940032103,B31107E1
D940032181,B11102E1
D940032181,C11101E1
D940032181,C81HBAE1
D940032181,C81HCAE1
D940032181,C81HDAE1
D940032181,C81MSAE1
D940032217,C11101E1
D940032217,C11105E1
D940032217,C71101E1
D940032284,B11102E1
D940032284,C11105E1
D940032284,C41101E1
D940032284,C71101E1
D940032527,B11102E1
D940032527,C11101E1
D940032527,C11105E1
D940032527,C71101E1
D940032572,B11102E1
D940032572,C71101E1
D940032594,B31101E1
D940032594,B31103E1
D940032594,B31105E1
D940032594,B31107E1
D940032723,B11102E1
D940032723,C81HBAE1
D940032723,C81HCAE1
D940032723,C81HDAE1
D940032723,C81MSAE1
D940032789,B11102E1
D940032789,C71101E1
D940032860,B11102E1
D940032996,C11101E1
D940032996,C11105E1
D940032996,C71101E1
D940033029,B31101E1
D940033029,B31103E1
D940033029,B31105E1
D940033029,B31107E1
D940033030,B31101E1
D940033030,B31103E1
D940033030,B31105E1
D940033030,B31107E1
D940033096,C11101E1
D940033096,C41101E1
D940033096,C81HBAE1
D940033096,C81HCAE1
D940033096,C81HDAE1
D940033096,C81MSAE1
D940033188,C11105E1
D940033188,C41101E1
D940033188,C81HBAE1
D940033188,C81HCAE1
D940033188,C81HDAE1
D940033188,C81IAAE1
D940033188,C81MSAE1
D940033269,B11102E1
D940033269,C11101E1
D940033269,C11105E1
D940033270,C81J5AE1
D940033270,C81J5AE2
D940033281,B31101E1
D940033281,B31103E1
D940033281,B31105E1
D940033281,B31107E1
D940033373,C81HBAE1
D940033373,C81HCAE1
D940033373,C81HDAE1
D940033373,C81IAAE1
D940033373,C81MSAE1
D940033443,B11102E1
D940033443,C71101E1
D940033502,C11101E1
D940033502,C11105E1
D940033502,C41101E1
D940033502,C71101E1
D940033557,C11105E1
D940033557,C41101E1
D940033557,C71101E1
D940033591,B31101E1
D940033591,B31103E1
D940033591,B31105E1
D940033591,B31107E1
D940033605,B31101E1
D940033605,B31103E1
D940033605,B31105E1
D940033605,B31107E1
D940033661,B31101E1
D940033661,B31103E1
D940033661,B31105E1
D940033661,B31107E1
D940033742,B11102E1
D940033742,C71101E1
D940033764,C81HBAE1
D940033764,C81HCAE1
D940033764,C81HDAE1
D940033764,C81IAAE1
D940033764,C81MSAE1
D940033904,B11102E1
D940033904,C11101E1
D940033904,C81HBAE1
D940033904,C81HCAE1
D940033904,C81HDAE1
D940033904,C81MSAE1
D940033915,C11105E1
D940033915,C41101E1
D940033915,C71101E1
D940034026,C11101E1
D940034026,C11105E1
D940034026,C71101E1
D940034026,C81IAAE1
D940034048,C81IDAE1
D940034129,B31101E1
D940034129,B31103E1
D940034129,B31105E1
D940034129,B31107E1
D940034196,B31101E1
D940034196,B31103E1
D940034196,B31105E1
D940034196,B31107E1
D940034200,B31101E1
D940034200,B31103E1
D940034200,B31105E1
D940034200,B31107E1
D940034211,C81ICAE1
D940034244,B31101E1
D940034244,B31103E1
D940034244,B31105E1
D940034244,B31107E1
D940034347,B11102E1
D940034347,C11101E1
D940034347,C11105E1
D940034347,C41101E1
D940034749,C11101E1
D940034749,C11105E1
D940034749,C41101E1
D940034749,C71101E1
D940034772,B31107E1
D940034772,C71101E1
D940034842,C11101E1
D940034842,C11105E1
D940034842,C41101E1
D940034842,C71101E1
D940034945,C11105E1
D940034945,C41101E1
D940034945,C71101E1
D940035023,B11102E1
D940035023,C11101E1
D940035023,C11105E1
D940035023,C71101E1
D940035115,C11101E1
D940035115,C11105E1
D940035171,C11101E1
D940035171,C11105E1
D940035171,C71101E1
D940035470,C11101E1
D940035470,C11105E1
D940035470,C71101E1
D940035492,B11102E1
D940035573,C11101E1
D940035573,C11105E1
D940035573,C41101E1
D940035573,C71101E1
D940035609,C11101E1
D940035609,C11105E1
D940035609,C71101E1
D940035687,C81IAAE1
D940035687,C81ICAE1
D940035713,C81IAAE1
D940035780,C11101E1
D940035780,C11105E1
D940035780,C41101E1
D940035838,B11102E1
D940035838,C11101E1
D940035838,C11105E1
D940035861,B31101E1
D940035861,B31103E1
D940035861,B31105E1
D940035861,B31107E1
D940036020,B31101E1
D940036020,B31103E1
D940036020,B31105E1
D940036020,B31107E1
D940036112,B31101E1
D940036112,B31103E1
D940036112,B31105E1
D940036112,B31107E1
D940036329,C81HBAE1
D940036329,C81HCAE1
D940036329,C81HDAE1
D940036329,C81IAAE1
D940036329,C81MSAE1
D940036400,B31101E1
D940036400,B31103E1
D940036400,B31105E1
D940036400,B31107E1
D940036503,C81J1AE1
D940036503,C81J1AE2
D940036547,C81IAAE1
D940036592,C11101E1
D940036592,C11105E1
D940036592,C41101E1
D940036684,C11101E1
D940036684,C71101E1
D940036695,C12325E1
D940036695,C12332E1
D940036695,C12333E1
D940036695,C42306E1
D940036709,B11102E1
D940036709,C11101E1
D940036709,C11105E1
D940036710,C11101E1
D940036710,C11105E1
D940036710,C71101E1
D940036732,C71101E1
D940036824,C11101E1
D940036824,C11105E1
D940036824,C71101E1
D940037016,B31101E1
D940037016,B31103E1
D940037016,B31105E1
D940037016,B31107E1
D940037049,B11102E1
D940037049,C11101E1
D940037049,C41101E1
D940037049,C71101E1
D940037083,B11102E1
D940037083,C11101E1
D940037083,C41101E1
D940037083,C71101E1
D940037094,B31101E1
D940037094,B31103E1
D940037094,B31105E1
D940037094,B31107E1
D940037245,B11102E1
D940037245,C71101E1
D940037739,B11102E1
D940037739,C11101E1
D940037739,C81HBAE1
D940037739,C81HCAE1
D940037739,C81HDAE1
D940037739,C81MSAE1
D940037810,C81HAAE1
D940037810,C81HBAE1
D940037810,C81HCAE1
D940037810,C81HDAE1
D940037810,C81MSAE1
D940037832,B31101E1
D940037832,B31103E1
D940037832,B31105E1
D940037832,B31107E1
D940037898,C11101E1
D940037898,C11105E1
D940037898,C41101E1
D940037898,C71101E1
D940037935,B31101E1
D940037935,B31103E1
D940037935,B31105E1
D940037935,B31107E1
D940038116,C11101E1
D940038116,C11105E1
D940038116,C71101E1
D940038127,C11101E1
D940038127,C11105E1
D940038127,C41101E1
D940038127,C71101E1
D940038161,C11101E1
D940038161,C11105E1
D940038161,C71101E1
D940038220,B11101E1
D940038220,C11101E1
D940038220,C11105E1
D940038286,B31101E1
D940038286,B31103E1
D940038286,B31105E1
D940038286,B31107E1
D940038426,B11101E1
D940038426,C11101E1
D940038426,C11105E1
D940038426,C81IBAE1
D940038493,C12325E1
D940038493,C12333E1
D940038493,C42304E1
D940038493,C42306E1
D940038493,C42307E1
D940038574,B31101E1
D940038574,B31103E1
D940038574,B31105E1
D940038574,B31107E1
D940038611,C11101E1
D940038611,C11105E1
D940038611,C71101E1
D940038769,B31101E1
D940038769,B31103E1
D940038769,B31105E1
D940038769,B31107E1
D940038806,B31101E1
D940038806,B31103E1
D940038806,B31105E1
D940038806,B31107E1
D940039021,C81HBAE1
D940039021,C81HCAE1
D940039021,C81HDAE1
D940039021,C81MSAE1
D940040979,C8P001E1
D940040979,C8P002E1
D940041105,B31101E1
D940041105,B31103E1
D940041105,B31105E1
D940041105,B31107E1
D940041323,B31101E1
D940041323,B31103E1
D940041323,B31105E1
D940041323,B31107E1
D940041828,C12325E1
D940041828,C12331E1
D940041828,C13563E1
D940041828,C42304E1
D940041828,C42306E1
D940042593,C81ICAE1
D940043291,C12321E1
D940043291,C12331E1
D940050439,C82MHAE1
D940050439,C83XWHE1
D940050439,C8P001E1
D940050439,C8P002E1
D940054264,C81IAAE1
D940054275,C12324E1
D940054275,C12325E1
D940054275,C12332E1
D940054275,C52303E1
D940054297,C71101E1
D940054301,B31101E1
D940054301,B31103E1
D940054301,B31105E1
D940054301,B31107E1
D940054552,B31101E1
D940054552,B31103E1
D940054552,B31105E1
D940054552,B31107E1
D940055021,C81HAAE1
D940055076,C41101E1
D940055168,B31101E1
D940055168,B31103E1
D940055168,B31105E1
D940055168,B31107E1
D940055641,C12321E1
D940055641,C82BUAE1
D940055641,C82CUAE1
D940055641,C82MJAE1
D940055652,C13565E1
D940055652,C13573E1
D940447400,C11101E1
D940447400,C11105E1
D940447400,C41101E1
D940985647,C41101E1
D940985647,C71101E1
D942269598,B31101E1
D942269598,B31103E1
D942269598,B31105E1
D942269598,B31107E1
D943583578,B31101E1
D943583578,B31103E1
D943583578,B31105E1
D943583578,B31107E1
D943759461,C81HBAE1
D943759461,C81HCAE1
D943759461,C81HDAE1
D943759461,C81IAAE1
D943759461,C81MSAE1
D944903056,C81IAAE1
D945083384,B11102E1
D945083384,C71101E1
D945168854,C11101E1
D945168854,C11105E1
D945168854,C41101E1
D945218986,C81HBAE1
D945218986,C81HCAE1
D945218986,C81HDAE1
D945218986,C81IAAE1
D945218986,C81MSAE1
D945256597,B11102E1
D945256597,C71101E1
D945280374,B11102E1
D945280374,C11101E1
D945280374,C11105E1
D945280374,C71101E1
D945293031,C81HBAE1
D945293031,C81HCAE1
D945293031,C81HDAE1
D945293031,C81MJAE1
D945321253,B11102E1
D945321253,C11101E1
D945321253,C81HBAE1
D945321253,C81HCAE1
D945321253,C81HDAE1
D945321253,C81MSAE1
D945324047,C81HAAE1
D945324047,C81HBAE1
D945324047,C81HCAE1
D945324047,C81HDAE1
D945324047,C81MSAE1
D945410111,C81ICAE1
D945410111,C81IDAE1
D945450368,C81HBAE1
D945450368,C81HCAE1
D945450368,C81HDAE1
D945450368,C81IAAE1
D945450368,C81MSAE1
D945458618,B31101E1
D945458618,B31103E1
D945458618,B31105E1
D945458618,B31107E1
D945527512,B31101E1
D945527512,B31103E1
D945527512,B31105E1
D945527512,B31107E1
D945554932,B31101E1
D945554932,B31103E1
D945554932,B31105E1
D945554932,B31107E1
D945619736,B31101E1
D945619736,B31103E1
D945619736,B31105E1
D945619736,B31107E1
D945693389,B11101E1
D945693389,C71101E1
D945693389,C81J2AE1
D945693389,C81J2AE2
D945764461,C11101E1
D945764461,C11105E1
D945764461,C41101E1
D945764461,C71101E1
D945829922,C81ICAE1
D945838854,C11101E1
D945838854,C11105E1
D945838854,C41101E1
D945838854,C71101E1
D945883120,B11102E1
D945883120,C71101E1
D946024449,B31101E1
D946024449,B31103E1
D946024449,B31105E1
D946024449,B31107E1
D946202852,C81ICAE1
D946363005,B11102E1
D946363005,C11101E1
D946363005,C81HBAE1
D946363005,C81HCAE1
D946363005,C81HDAE1
D946363005,C81MSAE1
D946549137,B11102E1
D946549137,C11101E1
D946549137,C41101E1
D946549137,C71101E1
D946947735,C11101E1
D946947735,C11105E1
D946947735,C71101E1
D946973583,C11101E1
D946973583,C11105E1
D946973583,C71101E1
D947329037,B11102E1
D947672232,C11101E1
D947672232,C11105E1
D947672232,C71101E1
F920465271,C81IAAE1
F921106104,B11102E1
F921842154,C81IAAE1
F922074471,C82HUAE1
F922074471,C82SUAE1
F923535768,C81IDAE1
F931093306,C81IDAE1
F931286458,C81IDAE1
F931438666,C81IDAE1
F931756696,C81IDAE1
F935194074,C81ICAE1
F935228748,C81IBAE1
F935815892,C81HAAE1
F936233343,C81HAAE1
F937049194,C81HAAE1
F937606894,C81IDAE1
F937859489,C81IDAE1
F937939013,C81IDAE1
F938401616,C81IDAE1
F940019827,C81IAAE1
F940032192,B31101E1
F940032192,B31103E1
F940032192,B31105E1
F940032192,B31107E1
F940038530,C81IAAE1
F940038736,C81IAAE1
F940042559,C81J5AE1
F940042559,C81J5AE2
F940042984,C81HBAE1
F940042984,C81MSAE1
F940042984,C82OUAE1
F940042984,C82SUAE1
F940042984,C8CXPAE1
F940050495,C81J5AE1
F940050495,C81J5AE2
F944014972,C81IAAE1
